cod_programa_siconv,data_disponibilizacao,data_fim_beneficiario_especifico,data_fim_emenda_parlamentar,data_fim_recebimento_propostas,data_inicio_beneficiario_especifico,data_inicio_emenda_parlamentar,data_inicio_recebimento_propostas,nome,obriga_plano_trabalho,orgao_executor,orgao_mandatario,orgao_superior,orgao_vinculado
"2012220110018","2011-08-18",,"2011-12-08",,,"2011-12-02",,"1433 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110019","2011-06-02",,"2011-07-01",,,"2011-06-01",,"1433 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110020","2011-06-08",,"2011-07-08",,,"2011-06-08",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES NO ESTADO DA BAHIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110021","2011-06-08",,"2011-07-08",,,"2011-06-08",,"1433 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110022","2011-06-08",,"2011-07-08",,,"2011-06-08",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110023","2011-10-19",,"2011-11-27",,,"2011-09-27",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110024","2011-10-19",,"2011-12-18",,,"2011-11-22",,"1433 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110025","2011-06-28",,"2011-07-28",,,"2011-06-28",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES NO ESTADO DO TOCANTINS (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110026","2011-07-11",,"2011-08-11",,,"2011-07-11",,"1433 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110027","2011-10-11",,"2011-10-31",,,"2011-10-11",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES NO MUNICIPIO DE PORTO VELHO -RO (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110028","2011-07-21",,"2011-09-16",,,"2011-09-05",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110029","2011-07-21",,"2011-09-16",,,"2011-09-05",,"1433 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110030","2011-07-21",,"2011-12-07",,,"2011-12-07",,"1433 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110031","2011-07-21",,"2011-09-16",,,"2011-09-05",,"1433 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES - NO MUNICIPIO DE PORTO ALEGRE - RS (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110032","2011-12-23",,"2011-12-31",,,"2011-05-03",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES - NO ESTADO DO RIO GRANDE DO NORTE (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110033","2011-10-04",,"2011-11-10",,,"2011-10-04",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES - NO ESTADO DO AMAPA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110036","2011-08-18",,"2011-11-19",,,"2011-09-19",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES - NO ESTADO DA BAHIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110037","2011-07-14",,"2011-08-31",,,"2011-07-14",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES - NO ESTADO DO RIO GRANDE DO SUL (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110038","2011-09-21",,"2011-10-21",,,"2011-09-21",,"1433 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES - NO ESTADO DE SÃO PAULO (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110041","2011-08-18",,"2011-10-22",,,"2011-09-22",,"0073 - 8791 - APOIO A PROJETOS INOVADORES DE ENFRENTAMENTO DA VIOLÊNCIA SEXUAL CONTRA CRIANÇAS E ADOLESCENTES - INSTITUTO AMADAL NO ESTADO DE ALAGOAS (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220110042","2011-07-21",,"2011-08-21",,,"2011-07-21",,"0073 - 8791 - APOIO A PROJETOS INOVADORES DE ENFRENTAMENTO DA VIOLÊNCIA SEXUAL CONTRA CRIANÇAS E ADOLESCENTES - INSTITUTO AGENP - ITABAIANA-SE (EMENDA PARLAMENTAR)","False","20122",,"20000","20122"
"2012220110043","2011-08-01",,"2011-10-22",,,"2011-09-22",,"1068 - 6245 - PRODUÇÃO E DIVULGAÇÃO DE INFORMAÇÕES, ESTUDOS E PESQUISAS SOBRE AS MULHERES - NO DISTRITO FEDERAL (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120001","2012-03-27",,,"2012-05-31",,,"2012-03-26","2016 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES","True","20122",,"20000","20122"
"2012220120002","2012-03-27",,,"2012-05-31",,,"2012-03-26","2016 - 8838 - APOIO A CRIAÇÃO E AO FORTALECIMENTO DE ORGANISMOS DE PROMOÇÃO E DEFESA DOS DIREITOS DA MULHER","True","20122",,"20000","20122"
"2012220120003","2012-03-27",,,"2012-05-31",,,"2012-03-26","2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES","True","20122",,"20000","20122"
"2012220120004","2012-03-27",,,"2012-09-17",,,"2012-03-26","2016 - 8932 - APOIO A INICIATIVAS DE PREVENÇÃO Á VIOLÊNCIA CONTRA AS MULHERES","True","20122",,"20000","20122"
"2012220120006","2012-03-27",,,"2012-09-17",,,"2012-03-26","2016 - 8833 - APOIO A INICIATIVAS DE FORTALECIMENTO DOS DIREITOS HUMANOS DAS MULHERES EM SITUAÇÃO DE PRISÃO","True","20122",,"20000","20122"
"2012220120007","2012-03-27",,,"2012-05-31",,,"2012-03-26","2016 - 6245 - PRODUÇÃO E DIVULGAÇÃO DE INFORMAÇÕES, ESTUDOS E PESQUISAS SOBRE AS MULHERES","True","20122",,"20000","20122"
"2012220120008","2012-03-27",,,"2012-09-17",,,"2012-03-26","2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA","True","20122",,"20000","20122"
"2012220120009","2012-03-27",,,"2012-05-31",,,"2012-03-26","2016 - 8835 - INCORPORAÇÃO DA PERSPECTIVA DE GÊNERO NAS POLÍTICAS EDUCACIONAIS E CULTURAIS","True","20122",,"20000","20122"
"2012220120010","2012-03-27",,,"2012-09-17",,,"2012-03-26","2016 - 6812 - CAPACITAÇÃO DE PROFISSIONAIS PARA ATENDIMENTO A MULHERES EM SITUAÇÃO DE VIOLÊNCIA","True","20122",,"20000","20122"
"2012220120012","2012-04-09",,"2012-11-30",,,"2012-04-09",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120013","2012-04-09",,"2012-11-30",,,"2012-04-09",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120014","2012-04-09",,"2012-05-30",,,"2012-04-09",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120015","2012-04-09",,"2012-05-30",,,"2012-04-09",,"2016 - 8932 - APOIO A INICIATIVAS DE PREVENÇÃO Á VIOLÊNCIA CONTRA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120016","2012-04-09",,"2012-11-30",,,"2012-04-09",,"2016 - 6812 - CAPACITAÇÃO DE PROFISSIONAIS PARA ATENDIMENTO A MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120017","2012-04-09",,"2012-11-10",,,"2012-04-09",,"2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120018","2012-04-10",,"2012-05-30",,,"2012-04-09",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120019","2012-04-10",,"2012-05-30",,,"2012-04-09",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120020","2012-04-13",,"2012-12-07",,,"2012-04-09",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120021","2012-04-10",,"2012-12-25",,,"2012-04-09",,"2016 - 8932 - APOIO A INICIATIVAS DE PREVENÇÃO Á VIOLÊNCIA CONTRA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120022","2012-04-10",,"2012-12-25",,,"2012-04-09",,"2016 - 6812 - CAPACITAÇÃO DE PROFISSIONAIS PARA ATENDIMENTO A MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120023","2012-04-10",,"2012-12-25",,,"2012-04-09",,"2016 - 6245 - PRODUÇÃO E DIVULGAÇÃO DE INFORMAÇÕES, ESTUDOS E PESQUISAS SOBRE AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120024","2012-04-16",,"2012-12-20",,,"2012-04-09",,"2016 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120025","2012-04-16",,"2012-05-30",,,"2012-04-09",,"2016 - 8838 - APOIO A CRIAÇÃO E AO FORTALECIMENTO DE ORGANISMOS DE PROMOÇÃO E DEFESA DOS DIREITOS DA MULHER (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120026","2012-11-14",,"2012-11-30",,,"2012-04-09",,"2016 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120027","2012-04-16",,"2012-05-30",,,"2012-04-09",,"2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120028","2012-04-16",,"2012-11-30",,,"2012-04-09",,"2016 - 6812 - CAPACITAÇÃO DE PROFISSIONAIS PARA ATENDIMENTO A MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","False","20122",,"20000","20122"
"2012220120029","2012-04-18",,"2012-05-30",,,"2012-04-18",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120030","2012-04-24",,"2012-06-01",,,"2012-04-24",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120031","2012-04-24",,"2012-05-30",,,"2012-04-24",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120032","2012-04-24",,"2012-05-30",,,"2012-04-24",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120033","2012-04-24",,"2012-05-30",,,"2012-04-24",,"2016 - 8838 - APOIO A CRIAÇÃO E AO FORTALECIMENTO DE ORGANISMOS DE PROMOÇÃO E DEFESA DOS DIREITOS DA MULHER (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120034","2012-04-24",,"2012-12-20",,,"2012-04-24",,"2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120035","2012-04-27",,"2012-12-30",,,"2012-04-27",,"2016 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120036","2012-04-27",,"2012-05-30",,,"2012-04-27",,"2016 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120037","2012-05-08",,"2012-12-20",,,"2012-05-08",,"2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120038","2012-05-08",,"2012-12-20",,,"2012-05-08",,"2016 - 8838 - APOIO A CRIAÇÃO E AO FORTALECIMENTO DE ORGANISMOS DE PROMOÇÃO E DEFESA DOS DIREITOS DA MULHER (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120039","2012-05-08",,"2012-05-30",,,"2012-05-08",,"2016 - 8838 - APOIO A CRIAÇÃO E AO FORTALECIMENTO DE ORGANISMOS DE PROMOÇÃO E DEFESA DOS DIREITOS DA MULHER (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120040","2012-05-21",,"2012-05-31",,,"2012-05-21",,"2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120041","2012-05-21",,"2012-12-20",,,"2012-05-21",,"2016 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120042","2012-05-28",,"2012-12-20",,,"2012-05-28",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120043","2012-05-28",,"2012-12-20",,,"2012-05-28",,"2016 - 8932 - APOIO A INICIATIVAS DE PREVENÇÃO Á VIOLÊNCIA CONTRA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120044","2012-05-28",,"2012-12-20",,,"2012-05-28",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120045","2012-05-28",,"2012-12-20",,,"2012-05-28",,"2016 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120046","2012-05-28",,"2012-12-20",,,"2012-05-28",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120047","2012-05-28",,"2012-12-20",,,"2012-05-28",,"2016 - 6245 - PRODUÇÃO E DIVULGAÇÃO DE INFORMAÇÕES, ESTUDOS E PESQUISAS SOBRE AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120048","2012-05-29",,"2012-12-20",,,"2012-05-29",,"2016 - 6812 - CAPACITAÇÃO DE PROFISSIONAIS PARA ATENDIMENTO A MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120049","2012-05-29",,"2012-12-20",,,"2012-05-29",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120050","2012-07-03",,"2012-12-30",,,"2012-07-03",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120051","2012-07-05",,"2012-11-30",,,"2012-07-05",,"2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120052","2012-11-05",,"2012-11-30",,,"2012-11-05",,"2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120053","2012-11-05",,"2012-11-30",,,"2012-11-05",,"2016 - 8843 - INCENTIVO Á AUTONOMIA ECONÔMICA E AO EMPREENDEDORISMO DAS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120054","2012-12-07",,"2012-12-20",,,"2012-12-07",,"2016 - 8834 - APOIO A INICIATIVAS DE REFERÊNCIA NOS EIXOS TEMÁTICOS DO PLANO NACIONAL DE POLITICAS PARA AS MULHERES (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012220120055","2012-12-27",,"2012-12-31",,,"2012-12-27",,"2016 - 2C52 - AMPLIAÇÃO E CONSOLIDAÇÃO DA REDE DE SERVIÇOS ESPECIALIZADOS DE ATENDIMENTO ÁS MULHERES EM SITUAÇÃO DE VIOLÊNCIA (EMENDA PARLAMENTAR)","True","20122",,"20000","20122"
"2012620080001","2008-09-23",,,"2009-11-30",,,"2009-03-03","1336 - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080002","2008-09-23",,,"2009-11-30",,,"2008-10-17","1336 - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080003","2008-09-23",,,"2009-12-15",,,"2009-02-17","1336 - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080004","2008-09-23",,,"2009-12-15",,,"2009-02-17","1336 - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080005","2008-09-23",,,"2009-12-15",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080006","2008-09-23",,,"2009-12-15",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080007","2008-09-23",,,"2009-12-15",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080008","2008-09-23",,,"2009-12-15",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080009","2008-09-23",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080010","2008-10-02",,,"2009-11-30",,,"2009-02-17","1336 - Programa Brasil Quilombola","True","20126",,"20000","20126"
"2012620080011","2008-10-02",,,"2009-11-30",,,"2009-02-17","1336 - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080012","2008-10-02",,,"2009-11-30",,,"2009-02-17","1336 - Programa Brasil Quilombola","True","20126",,"20000","20126"
"2012620080013","2008-10-02",,,"2009-11-30",,,"2009-02-17","1336 - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080014","2008-10-02",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080015","2008-10-02",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080016","2008-10-02",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080017","2008-10-07",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080018","2008-10-02",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080019","2008-10-13",,,"2009-12-15",,,"2009-02-17","1336  - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080020","2008-10-13",,,"2009-11-30",,,"2009-02-17","1336 -  Brasil Quilombola","True","20126",,"20000","20126"
"2012620080021","2008-10-13",,,"2009-12-15",,,"2009-02-17","1336 - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080022","2008-10-13",,,"2009-11-30",,,"2009-02-17","1336 - Brasil Quilombola","True","20126",,"20000","20126"
"2012620080023","2008-10-14",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080024","2008-10-14",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080025","2008-10-14",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620080026","2008-10-14",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620090028","2009-02-17",,,"2009-11-30",,,"2009-02-17","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620090029","2009-07-17",,,"2009-12-15",,,"2009-07-17","1453 - Nacional de Segurança Pública com Cidadania - PRONASCI","True","20126",,"20000","20126"
"2012620090030","2009-08-26",,,"2009-12-15",,,"2009-08-26","1432 -  Promoção de Políticas Afirmativas para a Igualdade Racial - Emenda 17690001 - CS","True","20126",,"20000","20126"
"2012620090031","2009-08-26",,,"2009-12-15",,,"2009-08-26","1432 -  Promoção de Políticas Afirmativas para a Igualdade Racial","True","20126",,"20000","20126"
"2012620090032","2009-08-27",,,"2009-12-15",,,"2009-08-27","1336  - Brasil Quilombola - 24100003 - DF","True","20126",,"20000","20126"
"2012620090033","2009-08-27",,,"2009-12-15",,,"2009-08-27","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial -24100002 - DF","True","20126",,"20000","20126"
"2012620090034","2009-09-01",,,"2009-12-15",,,"2009-09-01","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial- 31350001 - AC","True","20126",,"20000","20126"
"2012620090035","2009-09-01",,,"2009-12-15",,,"2009-09-01","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial - 25620009 - MD","True","20126",,"20000","20126"
"2012620090036","2009-09-02",,,"2009-12-15",,,"2009-09-02","1432 - Promoção de Políticas Afirmativas para a Igualdade Racial - 250000016 - EV","True","20126",,"20000","20126"
"2012620090037","2009-09-22",,,"2009-12-15",,,"2009-09-22","1432 Promoção de Políticas Afirmativas para a Igualdade Racial - E 21760016","True","20126",,"20000","20126"
"2012620090038","2009-10-06",,,"2009-12-15",,,"2009-10-01","1432 - Apoio a Iniciativas de Promoção da Igualdade Racial - No Município do São Gonçalo - RJ (EMENDA 1669004 - CS)","True","20126",,"20000","20126"
"2012620090039","2009-11-19",,,"2009-12-15",,,"2009-11-17","1336 Brasil Quilombola EMENDA 24110003 SBR","True","20126",,"20000","20126"
"2012620090040","2009-11-19",,,"2009-12-15",,,"2009-11-17","1432 Promoção de Políticas Afirmativas para a Igualdade Racial EP 24740004 AR","True","20126",,"20000","20126"
"2012620090041","2009-11-19",,,"2009-12-15",,,"2009-11-19","1432 Promoção de Políticas Afirmativas para a Igualdade Racial EM 24980020 - CD","True","20126",,"20000","20126"
